,text,label
14441,lingkungan sing aman kuwi uga bisa nduwung pertumbuhan lan kudune uga ramah anak kaya ana panggonan kanggo dolan lapangan lan para ibu bapak ngewenehi kesempatan kanggo dolanan lan interaksi kanthi gayeng,Lingkungan yang aman juga bisa mendukung pertumbuhan dan seharusnya ramah anak seperti ada tempat bermain lapangan dan para orang tua memberi kesempatan bermain dan berinteraksi dengan ceria
14442,Sing marai mumet kadhang yaiku tangga sing ora ndukung lan ora setuju babagan gagasan apik iki,Yang membuat pusing kadang adalah tetangga yang tidak mendukung dan tidak setuju dengan ide yang baik ini
14443,Nanging kuwi ora dadi masalah yen wonge tetep lelaku apik marang tangga liyane,Tapi itu tidak menjadi masalah jika orangnya tetap berperilaku baik terhadap tetangga lainnya
14444,Caracara kuwi yaiku cara sing bisa dilakoni kanggo njaga lingkugan tangga ben tetep gayeng,Cara-cara itu adalah cara yang bisa dilakukan untuk menjaga lingkungan tetangga tetap ceria
14445,Nah kepercayaan iku maeng ora kok sukur mercoyoi tapi wong-wong sing ngunuku maeng koyok duwe bukti sing akhire dadekno opo sing dipercayai iku maeng ancene nyoto,"Nah, kepercayaan itu bukan untuk pamer, tapi orang-orang yang menggunakannya seolah memiliki bukti yang akhirnya membuktikan bahwa apa yang diyakini itu memang benar"
14446,Onok akeh tokoh nasional wedok sing melok berjuang gawe rakyat Indonesia,Ada banyak tokoh nasional wanita yang ikut berjuang untuk rakyat Indonesia
14447,Salah sijine iku Raden Dewi Sartika utowo luwe dikenal ambek jeneng Dewi Sartike,Salah satunya adalah Raden Dewi Sartika atau lebih dikenal dengan nama Dewi Sartika
14448,Beliau iki dadi salah siji tokoh nasional panutanku pol,Beliau ini menjadi salah satu tokoh nasional panutanku sekali
14449,Hal iku mergo beliau iki dadi perintis pendidikan gawe wong wedok,Hal itu karena beliau menjadi pelopor pendidikan untuk wanita
14450,Beliau lah sing ndirikno Sekolah Isteri nang Pendopo Kabupaten Bandung,Beliau lah yang mendirikan Sekolah Isteri di Pendopo Kabupaten Bandung
14451,Beliau nduwe kemampuan gawe ndirikno Sekolah iku mergo beliau iki priyayi dan istilahe ngono wong sogeh,Beliau memiliki kemampuan untuk mendirikan sekolah itu karena beliau adalah seorang priyayi dan secara finansial cukup mampu
14452,Mergo iku mau Dewi Sartika manfaatno duite gawe ndirikno Sekolah gawe wong wedok ben podo pinter,Karena itu Dewi Sartika memanfaatkan uangnya untuk mendirikan sekolah untuk wanita agar sama-sama pintar
14453,Jare konco-koncoku sing tau ngajak dolan aku nang kali biru kulon progo,Kata teman-temanku yang pernah mengajakku bermain di Kali Biru Kulon Progo
14454,Dalane ancene menggakmenggok munggahmudun ora karuan,Jalannya memang menanjak turun tak karuan
14455,Sak jane nag ancene digawe wisata dalane diambakno saitik lah ben wong sing dolan rono ora wedi soale ciut ambek menggak menggok,"Sebenarnya jalan itu dibuat untuk wisata, jalannya sedikit dibersihkan agar orang yang bermain di sana tidak takut karena curam dan menanjak"
14456,Aku ambek koncoku atene kejegor got polahe dalane keciuten,Aku dan temanku hampir jatuh ke got karena jalannya sempit
14457,Yo ono sing dalan gede tapi petunjuke kurang dadi akeh sing ora eru,"Memang ada jalan besar tapi petunjuknya kurang, jadi banyak yang tidak tahu"
14458,Terus nag situ-situs wisata online yo akeh sing ngomong nag dalane ancene serem munggahmudun ambek menggakmenggok,"Lalu situs-situs wisata online juga banyak yang bilang kalau jalannya memang menyeramkan, menanjak dan turun dengan curam"
14459,Mangkane nag dolan rono sepeda montore kudu bener-bener normal Nag ora normal terus ono opo-opo iku sing medeni soale dalane sepi,"Karena itu, jika berwisata ke sana dengan sepeda motor harus benar-benar normal, kalau tidak normal dan ada apa-apa itu akan menakutkan karena jalannya sepi"
14460,Bengkel yo emboh nag endi soale pas liwat kono koyoke ora tau petuk sing jenenge bengkel sepeda,"Bengkel juga tidak tahu di mana, karena saat lewat sana sepertinya tidak pernah bertemu yang namanya bengkel sepeda"
14461,Onoe omohe wong-wong kono dewe,Ada banyak orang-orang di sana sendiri
14462,Peran dokter lan pemuka agama kuwi bisa marai wong liya ngurungake niat kanggo ngelaksanakake bunuh diri terpadu,Peran dokter dan pemuka agama bisa membuat orang lain mengurungkan niat untuk melakukan bunuh diri bersama
14463,Wong sing nduweni kepengenan kanggo bunuh diri iki kudune diwenehi motivasi ben ora tambah ajur,Orang yang memiliki keinginan untuk bunuh diri ini seharusnya diberi motivasi agar tidak semakin rusak
14464,Kamangka senajan ana pendampingan awak dhewe uga kudune ora setuju marang bunuh diri terpadu iki amarga bisa ngerenggut nyawane wong tanpa ngewenehi kesempatan kanggo ndandani uripe lan uga ngewenehi kesempatan sing gedhe kanggo berubah,"Meskipun ada pendampingan diri sendiri, seharusnya tetap tidak setuju terhadap bunuh diri bersama ini karena bisa merenggut nyawa orang tanpa memberi kesempatan untuk memperbaiki hidupnya dan juga memberi kesempatan besar untuk berubah"
14465,Akeh wong sing wes lali ambek budaya sing ancene kudu diwarisi teko leluhur ben isek tetep ono sampek kapan ae,Banyak orang yang sudah lupa dengan budaya yang seharusnya diwariskan dari leluhur agar tetap ada sampai kapanpun
14466,Tapi polae jaman sing wes mulai gerus pikirane wong sing saiki ora sepiro seneng ambek budaya mangkane akeh budaya sing wes mulai ilang nang negoro iki,"Tapi pola zaman yang sudah mulai merusak pemikiran orang, sekarang tidak seberapa senang dengan budaya, makanya banyak budaya yang mulai hilang di negara ini"
14467,Nah usaha ngelestarikno budaya iku maeng ancene saiki mulai dipleter karo pemerintah soale ngerti penting budaya iku maeng kanggo ciri khase negoro ambek identitase negoro nang dunyo iki ben diregane ambek negoro-negoro liyane,"Nah, usaha untuk melestarikan budaya itu memang sekarang mulai didorong oleh pemerintah karena mengerti pentingnya budaya tersebut untuk ciri khas negara dan identitas negara di dunia ini agar dihargai oleh negara-negara lain"
14468,Mangkane pemerintah gawe dinas utowo kantor sing ancene ngayomi perkoro iku maeng kanggo ngelestarikno budaya sing ono nang kota-kota ben iso tetep kejogo,"Karena itu, pemerintah membuat dinas atau kantor yang memang mengurusi hal tersebut untuk melestarikan budaya yang ada di kota-kota agar bisa tetap terjaga"
14469,Tari sering banget munggah gunung lan uga sering lunga menyang alas ning alam,Tari sering sekali mendaki gunung dan juga sering pergi ke hutan di alam
14470,Kamangka saiki Tari melu UKM mahasiswa pecinta alam,Namun sekarang Tari mengikuti UKM mahasiswa pecinta alam
14471,Tari lan kanca-kancane iki duwe rencana kanggo muncak ning Rinjani sesuk sasi Maret,Tari dan teman-temannya ini punya rencana untuk mendaki Rinjani bulan Maret nanti
14472,Sak durunge muncak Tari iki wis nggolek akeh kebutuhan lan uga latihan fisik ben ora gampang kesel lan uga tuku barang sing dibutuhake kaya kompor cilik jaket tas gunung sendal lan uga sak panunggale,"Sebelum mendaki, Tari sudah mencari berbagai kebutuhan dan juga latihan fisik supaya tidak mudah capek dan juga membeli barang yang diperlukan seperti kompor kecil, jaket, tas gunung, sandal, dan juga perlengkapannya"
14473,Pendakian iki rame amarga gabung karo pecinta alam sing ana ning kampus sebelah lan uga para dosen ana sing melu,Pendakian ini ramai karena bergabung dengan pecinta alam yang ada di kampus sebelah dan juga beberapa dosen ikut serta
14474,Tari lan uga kanca-kancane melu mantau hasil cuaca sing ana ning Rinjani ben ngerti lan luwih waspada,Tari dan juga teman-temannya memantau hasil cuaca di Rinjani agar tahu dan lebih waspada
14475,Disik pas jaman presidene dhewe isih Pak Harto kui ajaran komunis lan ajaran kiwo liyane ora entuk disebarke,"Dulu pada zaman Presiden sendiri, Pak Harto, ajaran komunis dan ajaran kiri lainnya tidak boleh disebarkan"
14476,Malah awak dhewe ora iso moco buku sastra seko penulis sing tau dadi tokoh komunis,Bahkan kami tidak bisa membaca buku sastra dari penulis yang pernah menjadi tokoh komunis
14477,Awak dhewe yen ono indikasi komunis sesoke iso langsung ilang,Kami jika ada indikasi komunis langsung bisa hilang
14478,Pas kui awak dhewe ora bebas banget ngomong opo-opo,Pada saat itu kami tidak bebas sekali berbicara apa-apa
14479,Supoyo awak dhewe tetep iso sinau ajaran kiwo pas jaman Orde Anyar disik ono beberapa hal sing iso awak dhewe lakoke,Supaya kami tetap bisa belajar ajaran kiri pada zaman Orde Baru dulu ada beberapa hal yang bisa kami lakukan
14480,Sing kesiji awak dhewe iso tuku buku sing ono kaitane karo ajaran kiwo seko luar negeri,Yang pertama kami bisa membeli buku yang ada kaitannya dengan ajaran kiri dari luar negeri
14481,Macet kui sumber emosi kanggo wong-wong sing tinggal utowo nyambut gawe neng daerah perkotaan,Macet itu sumber emosi bagi orang-orang yang tinggal atau bekerja di daerah perkotaan
14482,Wongwong iso tekan tempuk mergo podo ora sabar pengen cepet-cepet tekan omah,Orang-orang bisa bertemu bentrok karena sama-sama tidak sabar ingin cepat-cepat sampai rumah
14483,Supoyo awak dhewe ora nesu-nesu ora mutu awak dhewe apike ngindari macet,"Supaya kami tidak marah-marah dan tidak sia-sia, sebaiknya kami menghindari macet"
14484,Ono beberapa perkoro sing kudu awak dhewe gateke,Ada beberapa hal yang harus kami perhatikan
14485,Kesiji awak dhewe kudu ngerti wae daerah ngedi wae sing kerep dadi titik macet,Yang pertama kami harus mengetahui daerah yang sering menjadi titik macet
14486,Uga sak ben titik kui awak dhewe kudu ngerti kapan wae macet,Juga setelah itu kami harus tahu kapan macet terjadi
14487,Seko pengetahuan kui awak dhewe iso milih dalan sing paling selo sesuai wektu sing pas,Dari pengetahuan itu kami bisa memilih jalan yang paling lancar sesuai waktu yang tepat
14488,Sing keloro awak dhewe kudu ngerti dalan-dalan tikus utowo dalan-dalan kampung,Yang kedua kami harus tahu jalan-jalan tikus atau jalan-jalan kampung
14489,Dalan kui dadi pilihan terkahir yen ora ono dalan sing paling selo sing lagi arep dilewati iki,Jalan ini menjadi pilihan terakhir jika tidak ada jalan yang lebih lancar yang akan dilalui
14490,Dhek wingi bengi aku metu ning lapangan futsal panggon pacarku mesti dolan,Tadi malam saya keluar ke lapangan futsal tempat pacar saya biasanya bermain
14491,Ning kono aku mung kepengin ngeterna adhiku kanggo dolanan futsal,Di sana saya hanya ingin mengenalkan adik saya untuk bermain futsal
14492,Adhiku mara-mara mbisiki aku amarga ketok ana wong sing dikenal yaiku pacarku,Adik saya datang-datang berbisik kepada saya karena terlihat ada orang yang dikenal yaitu pacar saya
14493,Aku kaget lan emosiku langsung umep,Saya kaget dan emosi saya langsung memuncak
14494,Aku ndelok pacarku lagi lungguh karo bocah wedhok liyane ndase diulapi dheweke didulang mangan lan diwenehi ngombe,"Saya melihat pacar saya sedang duduk dengan wanita lain, kepalanya disayang, diberi makanan dan minuman"
14495,Aku wis ora bisa sabar,Saya sudah tidak bisa sabar
14496,Pacarku karo cah wedhok iku langsung tak tekani,Pacar saya dan wanita itu langsung saya dekati
14497,Aku langsung ngamuk-ngamuk ana ing kono,Saya langsung marah-marah di sana
14498,Aku ora ngereken wong-wong sing ndelok aku kaya wong kesetanan,Saya tidak peduli orang-orang yang melihat saya seperti orang kesetanan
14499,Atiku lara banget luhku wis ndredes tangaanku gemeteran sikilku rasane kaya ora kuat ngadeg maneh,"Hatiku sangat sakit, air mataku sudah menetes, tanganku gemetar, kakinya rasanya seperti tidak kuat berdiri lagi"
14500,Mata pelajaran sing favorite bocah-bocah pas sekolah biyen yoiku Sejarah,Mata pelajaran favorit anak-anak waktu sekolah dulu adalah Sejarah
14501,Pelajaran iki dadi senengane bocah-bocah soale pelajarane iku iso nguwei semangat nang bocah-bocah,Pelajaran ini menjadi kesenangan anak-anak karena pembelajarannya bisa memberikan semangat kepada anak-anak
14502,Terus gurune yo nyaranno bocah-bocah iku kanggo nanggepi sak bebas-bebase ben ora ngantuk pas diterangno,Kemudian gurunya juga mengajak anak-anak untuk merespons dengan bebas agar tidak mengantuk saat dijelaskan
14503,Nah teko kunu maeng bocah-bocah dadi wani ngomong ambek nanggepi cerito-ceritoe pahlawan sing ancene diterangno ambek gurune maeng,"Nah, begitu sampai, anak-anak jadi berani bicara dan merespons cerita-cerita pahlawan yang sebenarnya dijelaskan oleh gurunya"
14504,Terus sak liyane iku gurune yo nyarano kanggo nyatet sing penting-penting ben ora lali nag wes muleh sekolah,Kemudian lainnya adalah gurunya juga menyarankan untuk mencatat hal-hal penting agar tidak lupa ketika pulang sekolah
14505,Nah perkoro iku maeng ancene sepele tapi bocah-bocah iku seneng polahe diwei kebebasan ngomong nang sekolahan dadi bocah-bocah melok iso nanggepi sing dadi ceritone maeng,"Nah, hal itu memang sepele, tapi anak-anak senang cara seperti itu karena diberi kebebasan berbicara di sekolah, sehingga anak-anak bisa merespons cerita-cerita tersebut"
14506,Terus sak liyane iku maeng bocah-bocah akhire kan yo dadi cepet ngerti ambek paham,Kemudian yang lainnya adalah anak-anak akhirnya menjadi cepat mengerti dan paham
14507,Menurutku ruangan sing paling penting neng omah kui pawon,"Menurut saya, ruangan yang paling penting di rumah itu adalah dapur"
14508,Mergo seko ruangan kui wong-wong omah iso duwe tenogo dienggo ngelakoke aktifitas,"Karena dari ruangan itu, orang-orang di rumah bisa punya tenaga untuk melakukan aktivitas"
14509,Yen neng omah ora ono wong sing wetenge wareg omah kui rasane koyo mati ora ono gaiarahe,"Jika di rumah tidak ada orang yang perutnya kenyang, rumah itu rasanya seperti mati, tidak ada kegiatannya"
14510,Makane kui keresikan lan kerapian pawon kui penting,"Oleh karena itu, kebersihan dan kerapian dapur itu penting"
14511,Pawon sing resik bakal ngehasilke masakan sing sehat,Dapur yang bersih akan menghasilkan masakan yang sehat
14512,Nanging pawon sing reged malah iso gawe wong sing mangan panganan seko kono dadi lara,Namun dapur yang kotor malah bisa membuat orang yang makan makanan dari sana menjadi sakit
14513,Yen wong omah wis loro ora ono sing iso beraktifitas lan omahe dadi ora kopen,"Jika orang di rumah sudah sakit, tidak ada yang bisa beraktivitas dan rumah menjadi tidak nyaman"
14514,Senadyan pawon sing murah rapikui bakal gawe proses masak cepet rampung,Meskipun dapur yang murah dan rapi itu akan membuat proses memasak cepat selesai
14515,Bayangke wae yen ngenteke wektu 10 menit dewe nggo golek piranti-piranti masak koyo wajin soil peso lan liya-liyane,"Bayangkan saja jika menghabiskan waktu 10 menit hanya untuk mencari alat-alat masak seperti wajan, pisau, dan lainnya"
14516,Padahal masake kui paling ngenteke waktu 68 menit,Padahal memasak itu paling menghabiskan waktu 6-8 menit
14517,Poso iki teko boso Arab berarti nahan diri,Puasa ini berasal dari bahasa Arab yang berarti menahan diri
14518,Tapi nek teko istilahe poso berarti beribadah nang Allah SWT dengan nahan diri teko mangan ngombe perbuatan buruk ambek perbutaan liyane sing isok mbatalno poso ket mulai terbit fajar nganti terbename matahari,"Tapi jika dalam istilahnya puasa berarti beribadah kepada Allah SWT dengan menahan diri dari makan, minum, perbuatan buruk, dan perbuatan lainnya yang bisa membatalkan puasa, mulai dari terbit fajar hingga terbenam matahari"
14519,Poso sing wajib gawe umat muslim iku jenenge poso Ramadhan,Puasa yang wajib bagi umat Muslim itu namanya puasa Ramadhan
14520,Poso Ramadhan iku poso sing dilakoni pas bulan Ramadhan sing biasane 29 sampe 30 dino,Puasa Ramadhan itu puasa yang dilakukan pada bulan Ramadhan yang biasanya 29 sampai 30 hari
14521,Poso Ramadhan iki isok ngapus kesalahan utowo duso liyane sing tau diperbuat asal dilakonine ambek iman dan ngarepno pahala ambek ridhone gusti Allah SWT,Puasa Ramadhan ini bisa menghapus kesalahan atau dosa lainnya yang pernah dilakukan asal dijalani dengan iman dan berharap pahala serta ridho dari Allah SWT
14522,Poso Ramadhan iki melbu nang rukun Islam sing kepapat dadi kabeh umat Muslim bener-bener wajib ngelakonine,"Puasa Ramadhan ini masuk dalam rukun Islam yang keempat, jadi semua umat Muslim benar-benar wajib menjalankannya"
14523,Nek gak ngelakoni kudu ganti poso nang dino liyane sampe utang posone tuntas,"Jika tidak menjalankan puasa, harus mengganti puasa pada hari lain sampai utang puasanya selesai"
