Indonesia,Javanese
desa boentuka di kecamatan batu putih khususnya berada di jalur jalan utama kupangsoe,dhusun boentuka ing kecamatan sela pethak khususnya wonten ing jalur radin utami kupangsoe 
jika musim hujan tiba  jalan tersebut menjadi licin dan tidak bisa dilalui oleh kendaraan,menawi musim jawah tiba radin kesebat dados licin uga mboten sanguh kelangkungan dening tumpakan 
akses ke semua desa sampel di jawa barat dan ntt disajikan dalam lampiran ,akses datheng sedaya dhusun sampel ing jawi kilen uga nttdipuncawisaken lebet lampiran 
hanya desa sukaratu di kecamatan darmaraja yang wilayahnya relatif rata,namung dhusun sukaratu ing kecamatan darmaraja ingkang wilayahnya relatif radin 
selain itu  di kecamatan buahdua  kedua desa sampel juga dilalui beberapa sungai,kajawi punika  ing kecamatan buahdua kaping kalih dhusun sampel ugi kelangkungan beberapa lepen 
semua desa di kabupaten ttu dan kabupaten tts juga berada di dataran tinggi berbukit,sedaya dhusun ing kabupaten ttu uga kabupaten tts ugi wonten ing waradinan inggil berbukit 
dua kelurahan di kota kupang juga berada di dataran rendah yang relatif dekat dengan pantai,kalih kelurahan ing kitha kupang ugi wonten ing waradinan andhap ingkang relatif celak kaliyan pantai 
sebagian masyarakat ntt juga mengandalkan tanaman tahunankeras,sakunjukan masyarakat ntt ugi nyandhalaken taneman taunanatos 
selain lahannya tidak subur  curah hujannya pun sangat rendah,kajawi pasitenipun mboten subur curah jawahipun pun andhap sanget 
oleh karena itu  mereka tidak hanya mengandalkan pertanian lahan kering saja  namun mereka juga beternak dan berkebun,sarehdenten punika  piyambake sedaya mboten namung nyandhalaken pertanian pasiten aking kamawon nanging piyambake sedaya ugi ngingah uga ngebon 
di seluruh desa sampel di kabupaten sumedang  sebagian besar masyarakatnya bekerja sebagai petani penggarap padi sawah,ing sedaya dhusun sampel ing kabupaten sumedang sakunjukan ageng masyarakatnya nyambut damel dados petanipenggarap pantun sabin 
hal ini juga terlihat dari proporsi penggunaan lahan yang didominasi oleh lahan pertanian  terutama berupa lahan sawah,hal niki ugi keningal saking proporsi pangginan pasiten ingkang didominasi dening pasiten pertanian paling utami berupapasiten sabin 
di desa bojongloa  kecamatan buahdua  ada pula yang berkebun kelapa  kopi  cengkeh  lada  dan vanili,ing dhusun bojongloa kecamatan buahdua enten ugi ingkang ngebon krambil kopi cengkeh lada uga vanili 
bahkan  luas lahan sawahnya mendominasi wilayah desa,bahkan wiyar pasiten sabinipun mendominasi wilayah dhusun 
masyarakat pesisir di desa mundu pesisir dan desa mertasinga lebih banyak yang bekerja sebagai nelayan,masyarakat panyerat ing dhusun mundu panyerat uga dhusun mertasinga langkung kathah ingkang nyambut damel dados nelayan 
selain itu  sebagian dari mereka juga bekerja sebagai pedagang  tukang ojek  atau pns,kajawi punika  sakunjukan saking piyambake sedaya ugi nyambut damel dados panggramen tukang ojek utawi pns 
khususnya di desa fatufetto  ada juga yang bekerja sebagai nelayan,khususnya ing dhusun fatufetto enten ugi ingkang nyambut damel dados nelayan 
namun  di dua kelurahan di kota kupang  rumah penduduk sudah didominasi oleh bangunan permanen,nanging ing kalih kelurahan ing kitha kupang griya para wargi sampun didominasi dening wungon permanen 
sebagian besar desa sampel di kabupaten cirebon juga mengalami kesulitan air bersih,sakunjukan ageng dhusun sampel ing kabupaten cirebon ugi ngalami kerekaosan toya resik 
kondisi kelangkaan air bersih yang lebih buruk lagi dihadapi oleh masyarakat di ntt,kondisi kawisan toya resik ingkang langkung awon malih dipunmajengi dening masyarakat ing ntt 
di musim kemarau  air bersih menjadi barang langka bagi masyarakat,ing musim ketigen toya resik dados barang awis kunjuk masyarakat 
selain itu  ada juga beberapa desa yang menjadi lokasi berbagai industri pengolahan,kajawi punika  enten ugi beberapa dhusun ingkang dados lokasimacemmacem industri pengolahan 
di desa mundu pesisir  selain terdapat industri pengolahan berskala kecil  terdapat pula industri pengolahan berskala besar,ing dhusun mundu panyerat kajawi enten industri pengolahanberskala alit enten ugi industri pengolahan berskala ageng
tingkat kepadatan penduduk dua desa perkotaan di kabupaten cirebon berbeda jauh,tingkat kepadatan para wargi kalih dhusun kithan ing kabupatencirebon benten tebih 
di desadesa sampel di ttu dan tts  jumlah lakilaki cenderung lebih besar daripada jumlah perempuan  kecuali di desa oehela,ing dhusundhusun sampel ing ttu uga tts wilangan kakung cenderung langkung ageng daripada wilangan estri  kajawi ing dhusun oehela 
 kelompok komunitas dan kelembagaan kelembagaan standar di tingkat desakelurahan yang seharusnya ada meliputi , kelompok komunitas uga kelembagaan kelembagaanstandar ing tingkat dhusunkelurahan ingkang sakedahipun enten meliputi 
bpd badan permusyawaratan desa  yaitu lembaga yang mengawasi kinerja aparat desa,bpd badan permusyawaratan dhusun yaiku lembaga ingkang mengawasi kinerja aparat dhusun 
lembaga pemberdayaan masyarakat lpm  yaitu pihak yang membantu kepala desakelurahan dalam melaksanakan pembangunan desa,lembaga pemberdayaan masyarakat lpm yaiku pihakingkang mbiantu sirah dhusunkelurahan lebet nglampahi pamungon dhusun 
karang taruna sebagai lembaga yang mengkoordinasi berbagai kegiatan kepemudaan  seperti kesenian dan olahraga ,karang taruna dados lembaga ingkang mengkoordinasi macemmacem kengungkukan kepemudan kados kesenian uga olahraga 
pkk program kesejahteraan keluarga diketuai oleh istri kepala desakelurahan  yaitu wadah kegiatan ibuibu dan ,pkk program kesejahteraan keluarga dipunpandegani dening semah sirah dhusunkelurahan yaiku ajang kengungkukan ibuibu uga 
setiap lembaga desa tersebut tidak selalu ada atau disebutkan di setiap desa sampel  baik di jawa barat maupun di ntt,saben lembaga dhusun kesebat mboten salajeng enten utawi kanamanaken ing saben dhusun sampel sae ing jawi kilen kersaa ing ntt 
demikian pula  kinerja tiap lembaga berbedabeda antardesa sampel  seperti dapat dilihat dalam lampiran ,mekaten ugi kinerja saben lembaga bentenbeda antardesasampel kados saged dipunningal lebet lampiran 
demikian pula halnya di desa oehela  kecamatan batu putih,mekaten ugi halnya ing dhusun oehela kecamatan sela pethak 
masyarakat dan aparat desa setempat juga berinisiatif untuk membangun sebuah tk,masyarakat uga aparat dhusun sapanggen ugi berinisiatif konjuk mungu setunggal tk 
demikian pula halnya di ntt yang semarak juga dengan kegiatan komunitas gereja,mekaten ugi halnya ing ntt ingkang semarak ugi kaliyan kengungkukan komunitas gereja 
di hampir semua desa sampel  terdapat polindes yang dikelola oleh bidan desa,ing hampir sedaya dhusun sampel enten polindes ingkang dikelola dening bidan dhusun 
selain itu  di setiap kecamatan  juga tersedia puskesmas dan di beberapa desa  juga ada puskesmas pembantu,kajawi punika  ing saben kecamatan ugi sampun dicawis puskesmas uga ing beberapa dhusun ugi enten puskesmasrencang 
bagi wilayah terpencil di ntt  puskesmas juga menyediakan fasilitas pusling yang melayani masyarakat tiga kali seminggu,kunjuk wilayah terpencil ing ntt puskesmas ugi nyawisaken fasilitas pusling ingkang ngladosi masyarakat kaping telu seminggu 
ketersediaan fasilitas pelayanan kia di desa sampel di jawa barat dapat dilihat dalam lampiran ,ketersediaan fasilitas paladosan kia ing dhusun sampel ing jawi kilen saged dipunningal lebet lampiran 
setiap posyandu biasanya dikelola oleh tiga hingga lima orang kader,saben posyandu biyasanipun dikelola dening telu ngantos gangsal tiyang kader 
dengan demikian  bidan desa dapat dengan lebih mudah mengkoordinasi pelaksanaannya,kaliyan mekaten bidan dhusun saged kaliyan langkung gampil mengkoordinasi pamontenanipun 
konsekuensi negatifnya adalah bahwa masyarakat harus menempuh jarak yang cukup jauh untuk datang ke polindes tersebut,konsekuensi negatifnya yaiku menawi masyarakat kedah menempuh antawis ingkang cekap tebih konjuk datheng datheng polindes kesebat 
hampir semua bidan desa juga membuka praktik di luar jam kerja dinasnya,hampir sedaya bidan dhusun ugi mbikak praktik ing njawi jam nyambut damel dinasnya
oleh karenanya  masyarakat juga dapat dengan mudah mengakses tempat praktik bidan desa atau bidan swasta,sarehdentenipun masyarakat ugi saged kaliyan gampil mengakses panggen praktik bidan dhusun utawi bidan swasta 
selain itu  ada juga desa yang menjadi lokasi pustu  yaitu desa pamekaran di kabupaten sumedang,kajawi punika  enten ugi dhusun ingkang dados lokasi pustu yaiku dhusun pamekaran ing kabupaten sumedang 
di ntt  hanya di desa taunbaen  kecamatan biboki utara terdapat pustu,ing ntt namung ing dhusun taunbaen kecamatan biboki ler enten pustu 
masyarakat desa lainnya harus mengakses puskesmas atau pustu yang ada di luar desa,masyarakat dhusun bentenipun kedah mengakses puskesmasutawi pustu ingkang enten ing njawi dhusun 
hal ini tidak berlaku di wilayah perkotaan,hal niki mboten majeng ing wilayah kithan 
di beberapa desa di ntt  bahkan hanya ada sd swasta beragama  seperti sdk sekolah dasar katolik,ing beberapa dhusun ing ntt bahkan namung enten sdswasta nduwe agami kados sdk sekolah dasar katolik 
di jawa barat  masyarakat dapat mengakses fasilitas sekolah setingkat smp dengan relatif mudah,ing jawi kilen  masyarakat saged mengakses fasilitas sekolahsatingkat smp kaliyan relatif gampil 
selain itu  mereka juga masih bisa menjangkau sekolah lainnya yang berada di luar wilayah kecamatan,kajawi punika  piyambake sedaya ugi taksih sanguh menjangkausekolah bentenipun ingkang wonten ing njawi wilayah kecamatan
misalnya  masyarakat desa tangkil dapat mengakses smp yang berada di kecamatan caringin dan kecamatan arjawinangun,kados ta masyarakat dhusun tangkil saged mengakses smpingkang wonten ing kecamatan caringin uga kecamatanarjawinangun 
masyarakat desa mundu pesisir juga bisa mengakses smp yang berada di kecamatan arjawinangun atau di kota cirebon,masyarakat dhusun mundu panyerat ugi sanguh mengaksessmp ingkang wonten ing kecamatan arjawinangun utawi ing kitha cirebon 
keberadaan sekolah swasta berbasis keagamaan juga memberikan pilihan lain bagi masyarakat,kewontenan sekolah swasta berbasis kagamen ugi nyukakaken pilehan benten kunjuk masyarakat 
peran sekolah semacam ini relatif lebih menonjol di kabupaten cirebon,sabenan sekolah sakwerni niki relatif langkung menonjol ing kabupaten cirebon 
dengan kondisi seperti ini  target mdgs  diperkirakan tidak dapat dicapai,kaliyan kondisi maketen niki  target mdgs dipunkintenakenaken mboten saged dicapai 
data tentang indikatorindikator kinerja penurunan kematian balita dan peningkatan kesehatan ibu disajikan pada tabel ,data babagan indikatorindikator kinerja pamandhapan kepejahan balita uga indhakindhakan kesarasan ibu dipuncawisaken ing tabel 
paparan selanjutnya akan menjelaskan kondisi ketersediaan dan penggunaan pelayanan kia saat ini,paparan salajengipun badhe mertelakaken kondisi ketersediaanuga pangginan paladosan kia kala niki 
harapannya adalah bahwa fasilitas tersebut dapat dengan mudah dijangkau masyarakat,harapannya yaiku menawi fasilitas kesebat saged kaliyan gampil dijangkau masyarakat 
namun demikian  fasilitas pelayanan kia tersebut masih belum memadai  terutama di wilayahwilayah terpencil,nanging mekaten fasilitas paladosan kia kesebat taksih dereng ngenteni paling utami ing wilayahwilayah terpencil 
fasilitas yang tersedia adalah bidan desa  polindes  dan posyandu,fasilitas ingkang sampun dicawis yaiku bidan dhusun polindes uga posyandu 
di beberapa desa di jawa barat  juga terdapat bidan praktik  pustu  dan puskesmas yang mudah diakses masyarakat,ing beberapa dhusun ing jawi kilen  ugi enten bidan praktik pustu uga puskesmas ingkang gampil diakses masyarakat 
di wilayah perkotaan  baik di jawa barat maupun di ntt  masyarakat dapat mengakses dokter kandungan,ing wilayah kithan sae ing jawi kilen kersaa ing ntt masyarakat saged mengakses dokter kandungan
mereka juga dapat mengakses rsu rumah sakit umum terdekat bila mengalami komplikasi kandungan atau komplikasi saat kelahiran,piyambake sedaya ugi saged mengakses rsu griya sakit umum paling celak menawi ngalami komplikasi kandungan utawi komplikasi kala kelairan 
misalnya  di kecamatan miomaffo timur  ttu  dari  desa yang ada  hanya  desa yang memiliki bidan desa yang tinggal di desa,kados ta ing kecamatan miomaffo wetan ttu saking dhusun ingkang enten namung dhusun ingkang nggadhahi bidan dhusun ingkang tilar ing dhusun 
contoh lain adalah di desa sekon  insana  ttu,tuladha benten yaiku ing dhusun sekon insana ttu 
bila hujan  jalan menjadi becek dan licin,menawi jawah radin dados becek uga licin 
minimnya sarana transportasi menyebabkan masyarakat harus mengeluarkan biaya yang tidak sedikit untuk menyewa ojek,minimnya pirantos transportasi murugaken masyarakat kedah medhalake biaya ingkang mboten sekedhik konjuk menyewaojek 
sejak   desa falas  kecamatan kie  tts  ntt tidak memiliki bidan desa,ket dhusun falas kecamatan kie tts ntt mboten nggadhahi bidan dhusun 
karena ketiadaan bidan desa tersebut  polindes di desa ini juga tidak berfungsi sama sekali,amargi ketiadaan bidan dhusun kesebat polindes ing dhusun niki ugi mboten nduwe gina sami pisan 
ketidakadaan air menyebabkan bidan desa tidak bersedia untuk tinggal di polindes atau desa tersebut,ketidakadaan toya murugaken bidan dhusun nyuwun pangapura konjuk tilar ing polindes utawi dhusun kesebat 
sampai kini  tidak ada bidan pengganti di desa ini,ngantos sakmenika mboten enten bidan panggantos ing dhusun niki 
ada dusundusun yang lokasinya jauh  berjarak  km dari lokasi keberadaan bidan desa atau polindes,enten dusundusun ingkang lokasinya tebih ngantawis kmsaking lokasi kewontenan bidan dhusun utawi polindes 
hal ini disampaikan oleh seorang perawat yang bertugas sebagai bidan di biboki utara  ttu,hal niki katur dening satiyang perawat ingkang njejibahan dados bidan ing biboki ler ttu 
 bidan tidak berada di tempat bukan berarti bidan meninggalkan desa, bidan mboten wonten ing panggen sanes nduwe artos bidan mengker dhusun 
biasanya  sambil melakukan tindakan  misalnya imunisasi  bidan memberikan penjelasan kepada ibu tentang jadwal imunisasi,biyasanipun kaliyan numindakake tindakan kados ta imunisasi bidan nyukakaken pamertelan dhateng ibu babagan jadwalimunisasi 
cakupan wilayah tugas bidan desa dan polindes meliputi seluruh desa,cakupan wilayah jejibahan bidan dhusun uga polindes meliputisedaya dhusun 
posyandu sudah berada di setiap dusun di jawa barat secara menyeluruh,posyandu sampun wonten ing saben dusun ing jawi kilen sacara nyadayani 
hampir semua posyandu aktif dan dikelola dengan baik oleh kader posyandu,hampir sedaya posyandu aktif uga dikelola kaliyan sae dening kader posyandu 
fungsi mencatat  menimbang  mengukur  memberi imunisasi  dan memberi penyuluhan sering disingkat menjadi fungsi lima meja,gina nyatet menimbang mengukur nyukani imunisasi uga nyukani penyuluhan asring disingkat dados gina gangsal meja 
proses kegiatan posyandu akan terganggu jika jumlah kader tidak mencukupi  seperti halnya yang terjadi di desa tangkil  cirebon,proses kengungkukan posyandu badhe keresahi menawi wilangan kader mboten nyekapi kados halnya ingkang kedadosan ing dhusun tangkil cirebon 
desa ini hanya memiliki sembilan orang kader yang aktif melayani enam posyandu,dhusun niki namung nggadhahi sanga tiyang kader ingkang aktif ngladosi enem posyandu 
sebagai akibatnya  ada dua posyandu yang tidak memiliki kader sama sekali mereka hanya mengandalkan bidan dan petugas puskesmas,dados pawingkingipun enten kalih posyandu ingkang mboten nggadhahi kader sami pisan piyambake sedaya namung nyandhalaken bidan uga panjejibahan puskesmas 
selama ini posisi kader posyandu sangat sentral  baik dalam pelayanan kia modern maupun dalam kehidupan masyarakat,salebetipun niki posisi kader posyandu sentral sanget sae lebet paladosan kia modern kersaa lebet kegesangan masyarakat
